"QuestionText","OptionA","OptionB","OptionC","OptionD","CorrectAnswer","Explanation"
"How can you append text to a file in PowerShell?","Write-Append","Add-Content","Set-Text","Join-File","B","Add-Content appends data to a file."
"Which cmdlet removes an item such as a file or folder?","Del-Item","Delete-Object","Remove-Item","Purge-File","C","Remove-Item deletes files, directories, registry keys, etc."
"What does Test-Path do?","Deletes files","Creates directories","Checks if a path exists","Prints directory structure","C","Test-Path checks whether a given path exists."
"Which cmdlet lists the environment variables?","Get-Env","Get-Environment","Get-Variable","Get-ChildItem Env:","D","Get-ChildItem Env: lists all environment variables."
"What does the $_ variable represent in PowerShell pipeline?","Last command","Exit code","Current object in pipeline","Default parameter","C","$_ refers to the current object being processed in a pipeline."
"How can you suppress errors in PowerShell?","Try-Catch","Set-StrictMode","-NoError","-ErrorAction SilentlyContinue","D","-ErrorAction SilentlyContinue suppresses non-terminating errors."
"What is the default shell in Windows that PowerShell replaced?","Command Prompt","Cygwin","DOSBox","Bash","A","PowerShell has replaced Command Prompt as the modern command-line interface in Windows."
"Which cmdlet renames a file or folder?","Change-Name","Rename-File","Rename-Item","Edit-Item","C","Rename-Item changes the name of a file or directory."
"What does Out-File do?","Sends output to screen","Stores output in clipboard","Saves output to a file","Converts object to text","C","Out-File writes command output to a text file."
"What cmdlet is used to export a CSV file?","Export-Data","Export-CSV","Save-CSV","Write-CSV","B","Export-CSV writes objects to a CSV file."
"What keyword is used for error handling in PowerShell?","catcher","try","handle","rescue","B","'try' is used with 'catch' for error handling."
"Which cmdlet imports CSV data into a variable?","Load-CSV","Import-File","Import-CSV","Read-CSV","C","Import-CSV reads a CSV file and converts it into objects."
"Which special variable stores all command-line arguments in PowerShell?","$cmds","$params","$args","$input","C","$args is an automatic variable containing an array of command-line arguments."
"What is the function of 'ForEach-Object'?","Reads input as list","Repeats a script","Iterates through items in a pipeline","Parses XML","C","ForEach-Object processes items received through the pipeline."
"Which cmdlet lists all currently loaded modules?","Get-Packages","Show-Modules","Get-Module","List-Libraries","C","Get-Module lists imported PowerShell modules."
"What does the Get-History cmdlet display?","Script logs","Windows logs","Command history","Error messages","C","Get-History shows the list of previously run commands in the session."
"What is the use of the switch statement in PowerShell?","Run background job","Check drive space","Evaluate multiple conditions","Stop scripts","C","The switch statement allows for evaluating multiple conditions based on a value."
"What is the default output format of PowerShell?","HTML","CSV","Table","JSON","C","By default, PowerShell formats output as a table when possible."
"Which operator is used for logical AND in PowerShell?","and","&&","-and","AND()","C","'-and' is the logical AND operator in PowerShell."
"Which cmdlet sets the value of a variable?","Set-Variable","New-Value","Create-Var","Assign-Object","A","Set-Variable assigns a value to a variable."
"What does ConvertTo-JSON do?","Reads a JSON file","Parses JSON to XML","Converts object to JSON format","Creates a dictionary","C","ConvertTo-JSON converts PowerShell objects into JSON formatted strings."
"Which keyword is used to define a parameter in a function?","param","input","parameter","define","A","'param' is used to define input parameters in a PowerShell function."
"Which cmdlet shows available cmdlets and functions in a module?","List-Functions","Show-Items","Get-Command","Find-Cmdlets","C","Get-Command lists all available commands including cmdlets and functions."
"What is the purpose of $null in PowerShell?","Used as a comment","Represents an empty or undefined value","Initializes a variable","Represents zero","B","$null represents a null or undefined object in PowerShell."
