"QuestionText","OptionA","OptionB","OptionC","OptionD","CorrectAnswer","Explanation"
"Which format supports schema evolution and ACID properties? (alt 21)","CSV","Delta","Parquet","JSON","B","Delta format extends Parquet with ACID transactions and schema evolution."
"Which command in Spark SQL is used to filter records? (alt 22)","WHERE","FILTER BY","SELECT ONLY","CONDITION","A","WHERE clause is used to filter records in Spark SQL queries."
"How do you enable schema enforcement in Delta Lake? (alt 23)","Use enforceSchema=True","Set option schemaCheck","It is always enabled by default","Call delta.enforce()","C","Delta Lake enforces schema automatically to prevent corrupt writes."
"Which command can be used to roll back a Delta table to a previous state? (alt 24)","RESTORE TABLE","UPDATE VERSION","SET VERSION","TIME TRAVEL","D","Time travel in Delta Lake lets you query older versions of data using version number or timestamp."
"Which clause is used to change the schema of a Delta table? (alt 25)","ALTER TABLE","MODIFY SCHEMA","CHANGE FORMAT","UPDATE COLUMNS","A","ALTER TABLE is the standard SQL clause used to change a table's schema in Delta Lake."
"Which format supports schema evolution and ACID properties? (alt 26)","CSV","Delta","Parquet","JSON","B","Delta format extends Parquet with ACID transactions and schema evolution."
"Which command in Spark SQL is used to filter records? (alt 27)","WHERE","FILTER BY","SELECT ONLY","CONDITION","A","WHERE clause is used to filter records in Spark SQL queries."
"How do you enable schema enforcement in Delta Lake? (alt 28)","Use enforceSchema=True","Set option schemaCheck","It is always enabled by default","Call delta.enforce()","C","Delta Lake enforces schema automatically to prevent corrupt writes."
"Which command can be used to roll back a Delta table to a previous state? (alt 29)","RESTORE TABLE","UPDATE VERSION","SET VERSION","TIME TRAVEL","D","Time travel in Delta Lake lets you query older versions of data using version number or timestamp."
"Which clause is used to change the schema of a Delta table? (alt 30)","ALTER TABLE","MODIFY SCHEMA","CHANGE FORMAT","UPDATE COLUMNS","A","ALTER TABLE is the standard SQL clause used to change a table's schema in Delta Lake."
"Which format supports schema evolution and ACID properties? (alt 31)","CSV","Delta","Parquet","JSON","B","Delta format extends Parquet with ACID transactions and schema evolution."
"Which command in Spark SQL is used to filter records? (alt 32)","WHERE","FILTER BY","SELECT ONLY","CONDITION","A","WHERE clause is used to filter records in Spark SQL queries."
"How do you enable schema enforcement in Delta Lake? (alt 33)","Use enforceSchema=True","Set option schemaCheck","It is always enabled by default","Call delta.enforce()","C","Delta Lake enforces schema automatically to prevent corrupt writes."
"Which command can be used to roll back a Delta table to a previous state? (alt 34)","RESTORE TABLE","UPDATE VERSION","SET VERSION","TIME TRAVEL","D","Time travel in Delta Lake lets you query older versions of data using version number or timestamp."
"Which clause is used to change the schema of a Delta table? (alt 35)","ALTER TABLE","MODIFY SCHEMA","CHANGE FORMAT","UPDATE COLUMNS","A","ALTER TABLE is the standard SQL clause used to change a table's schema in Delta Lake."
"Which format supports schema evolution and ACID properties? (alt 36)","CSV","Delta","Parquet","JSON","B","Delta format extends Parquet with ACID transactions and schema evolution."
"Which command in Spark SQL is used to filter records? (alt 37)","WHERE","FILTER BY","SELECT ONLY","CONDITION","A","WHERE clause is used to filter records in Spark SQL queries."
"How do you enable schema enforcement in Delta Lake? (alt 38)","Use enforceSchema=True","Set option schemaCheck","It is always enabled by default","Call delta.enforce()","C","Delta Lake enforces schema automatically to prevent corrupt writes."
"Which command can be used to roll back a Delta table to a previous state? (alt 39)","RESTORE TABLE","UPDATE VERSION","SET VERSION","TIME TRAVEL","D","Time travel in Delta Lake lets you query older versions of data using version number or timestamp."
"Which clause is used to change the schema of a Delta table? (alt 40)","ALTER TABLE","MODIFY SCHEMA","CHANGE FORMAT","UPDATE COLUMNS","A","ALTER TABLE is the standard SQL clause used to change a table's schema in Delta Lake."
"Which format supports schema evolution and ACID properties? (alt 41)","CSV","Delta","Parquet","JSON","B","Delta format extends Parquet with ACID transactions and schema evolution."
"Which command in Spark SQL is used to filter records? (alt 42)","WHERE","FILTER BY","SELECT ONLY","CONDITION","A","WHERE clause is used to filter records in Spark SQL queries."
"How do you enable schema enforcement in Delta Lake? (alt 43)","Use enforceSchema=True","Set option schemaCheck","It is always enabled by default","Call delta.enforce()","C","Delta Lake enforces schema automatically to prevent corrupt writes."
"Which command can be used to roll back a Delta table to a previous state? (alt 44)","RESTORE TABLE","UPDATE VERSION","SET VERSION","TIME TRAVEL","D","Time travel in Delta Lake lets you query older versions of data using version number or timestamp."
"Which clause is used to change the schema of a Delta table? (alt 45)","ALTER TABLE","MODIFY SCHEMA","CHANGE FORMAT","UPDATE COLUMNS","A","ALTER TABLE is the standard SQL clause used to change a table's schema in Delta Lake."
"Which format supports schema evolution and ACID properties? (alt 46)","CSV","Delta","Parquet","JSON","B","Delta format extends Parquet with ACID transactions and schema evolution."
"Which command in Spark SQL is used to filter records? (alt 47)","WHERE","FILTER BY","SELECT ONLY","CONDITION","A","WHERE clause is used to filter records in Spark SQL queries."
"How do you enable schema enforcement in Delta Lake? (alt 48)","Use enforceSchema=True","Set option schemaCheck","It is always enabled by default","Call delta.enforce()","C","Delta Lake enforces schema automatically to prevent corrupt writes."
"Which command can be used to roll back a Delta table to a previous state? (alt 49)","RESTORE TABLE","UPDATE VERSION","SET VERSION","TIME TRAVEL","D","Time travel in Delta Lake lets you query older versions of data using version number or timestamp."
