"QuestionText","OptionA","OptionB","OptionC","OptionD","CorrectAnswer","Explanation"
"Which Azure service provides automatic geo-redundant backup for relational data?","Azure Blob Storage","Azure Key Vault","Azure SQL Database","Azure Data Lake","C","Azure SQL Database provides automatic geo-redundant backups to protect against regional outages."
"Which query is used to insert a row into a relational database table?","SELECT INTO","UPDATE","INSERT INTO","DELETE","C","INSERT INTO is the SQL command used to add a new row of data to a relational table."
"What feature in Azure SQL enables querying across multiple databases?","Geo-Replication","Elastic Jobs","Elastic Query","Data Sync","C","Elastic Query allows you to run queries that join tables across multiple databases in Azure SQL."
"Which command is used to delete an entire table in a relational database?","DROP TABLE","DELETE FROM","TRUNCATE","REMOVE","A","DROP TABLE permanently removes a table and its structure from the database."
"What command is used to change a column name in an Azure SQL table?","MODIFY COLUMN","UPDATE COLUMN","ALTER TABLE ... RENAME COLUMN","ALTER TABLE ... ADD","C","ALTER TABLE with RENAME COLUMN is used to change a column name in a SQL table."
"Azure Blob/Relational DB question 17?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 17."
"Azure Blob/Relational DB question 18?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 18."
"Azure Blob/Relational DB question 19?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 19."
"Azure Blob/Relational DB question 20?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 20."
"Azure Blob/Relational DB question 21?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 21."
"Azure Blob/Relational DB question 22?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 22."
"Azure Blob/Relational DB question 23?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 23."
"Azure Blob/Relational DB question 24?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 24."
"Azure Blob/Relational DB question 25?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 25."
"Azure Blob/Relational DB question 26?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 26."
"Azure Blob/Relational DB question 27?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 27."
"Azure Blob/Relational DB question 28?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 28."
"Azure Blob/Relational DB question 29?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 29."
"Azure Blob/Relational DB question 30?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 30."
"Azure Blob/Relational DB question 31?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 31."
"Azure Blob/Relational DB question 32?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 32."
"Azure Blob/Relational DB question 33?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 33."
"Azure Blob/Relational DB question 34?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 34."
"Azure Blob/Relational DB question 35?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 35."
"Azure Blob/Relational DB question 36?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 36."
"Azure Blob/Relational DB question 37?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 37."
"Azure Blob/Relational DB question 38?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 38."
"Azure Blob/Relational DB question 39?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 39."
"Azure Blob/Relational DB question 40?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 40."
"Azure Blob/Relational DB question 41?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 41."
"Azure Blob/Relational DB question 42?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 42."
"Azure Blob/Relational DB question 43?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 43."
"Azure Blob/Relational DB question 44?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 44."
"Azure Blob/Relational DB question 45?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 45."
"Azure Blob/Relational DB question 46?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 46."
"Azure Blob/Relational DB question 47?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 47."
"Azure Blob/Relational DB question 48?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 48."
"Azure Blob/Relational DB question 49?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 49."
"Azure Blob/Relational DB question 50?","Option A","Option B","Option C","Option D","A","This is a placeholder explanation for question 50."
