"QuestionText","OptionA","OptionB","OptionC","OptionD","CorrectAnswer","Explanation"
"What storage mode provides real-time querying from the source? (v7)","Import","Snapshot","DirectQuery","Offline","C","DirectQuery mode allows AAS to retrieve data in real-time from the data source."
"What file type is used to define tabular models in SSDT? (v7)",".bim",".pbix",".sqlproj",".dacpac","A",".bim files store tabular model definitions in SQL Server Data Tools."
"What is the primary purpose of Azure Analysis Services? (v8)","To manage virtual machines","To store raw telemetry","To host semantic data models","To run DevOps pipelines","C","Azure Analysis Services is used to build and host semantic data models for BI reporting."
"Which modeling approach is used in Azure Analysis Services? (v8)","Multidimensional","Hierarchical","Tabular","Document-based","C","Azure Analysis Services supports tabular models which use tables and relationships."
"What language is used to create calculated columns and measures? (v8)","SQL","M","MDX","DAX","D","DAX (Data Analysis Expressions) is used in AAS to define measures and calculations."
"What storage mode provides real-time querying from the source? (v8)","Import","Snapshot","DirectQuery","Offline","C","DirectQuery mode allows AAS to retrieve data in real-time from the data source."
"What file type is used to define tabular models in SSDT? (v8)",".bim",".pbix",".sqlproj",".dacpac","A",".bim files store tabular model definitions in SQL Server Data Tools."
"What is the primary purpose of Azure Analysis Services? (v9)","To manage virtual machines","To store raw telemetry","To host semantic data models","To run DevOps pipelines","C","Azure Analysis Services is used to build and host semantic data models for BI reporting."
"Which modeling approach is used in Azure Analysis Services? (v9)","Multidimensional","Hierarchical","Tabular","Document-based","C","Azure Analysis Services supports tabular models which use tables and relationships."
"What language is used to create calculated columns and measures? (v9)","SQL","M","MDX","DAX","D","DAX (Data Analysis Expressions) is used in AAS to define measures and calculations."
"What storage mode provides real-time querying from the source? (v9)","Import","Snapshot","DirectQuery","Offline","C","DirectQuery mode allows AAS to retrieve data in real-time from the data source."
"What file type is used to define tabular models in SSDT? (v9)",".bim",".pbix",".sqlproj",".dacpac","A",".bim files store tabular model definitions in SQL Server Data Tools."
"What is the primary purpose of Azure Analysis Services? (v10)","To manage virtual machines","To store raw telemetry","To host semantic data models","To run DevOps pipelines","C","Azure Analysis Services is used to build and host semantic data models for BI reporting."
"Which modeling approach is used in Azure Analysis Services? (v10)","Multidimensional","Hierarchical","Tabular","Document-based","C","Azure Analysis Services supports tabular models which use tables and relationships."
"What language is used to create calculated columns and measures? (v10)","SQL","M","MDX","DAX","D","DAX (Data Analysis Expressions) is used in AAS to define measures and calculations."
"What storage mode provides real-time querying from the source? (v10)","Import","Snapshot","DirectQuery","Offline","C","DirectQuery mode allows AAS to retrieve data in real-time from the data source."
"What file type is used to define tabular models in SSDT? (v10)",".bim",".pbix",".sqlproj",".dacpac","A",".bim files store tabular model definitions in SQL Server Data Tools."
