"QuestionText","OptionA","OptionB","OptionC","OptionD","CorrectAnswer","Explanation"
"What is the default deployment model used in Azure?","Classic Deployment","ARM (Azure Resource Manager)","CLI Only","Custom VM Images","B","ARM is the modern and default deployment model for managing Azure resources."
"What is Azure DevTest Labs used for?","Storing test data","Creating development and test environments quickly","Monitoring storage","Domain management","B","DevTest Labs enables developers to rapidly provision test environments while controlling costs."
"Which service is used to run big data analytics on Azure?","Azure Synapse Analytics","Azure DNS","Azure VNet","Azure Blob Storage","A","Synapse Analytics provides enterprise data warehousing and big data analytics."
"What is a logic app in Azure?","A Python function","A static web app","A service to automate workflows using a GUI","A virtual desktop","C","Logic Apps allow you to automate workflows using a visual designer without writing code."
"What is the difference between Azure SQL Database and SQL Server on Azure VM?","They are the same","Azure SQL is platform as a service; SQL on VM is infrastructure as a service","Both use flat files","SQL on VM uses Cosmos DB","B","Azure SQL Database is a managed PaaS, while SQL Server on VM provides full control with IaaS."
"Which Azure compute option provides the most control over the OS and environment?","Azure Functions","Azure Container Apps","Azure App Service","Azure Virtual Machines","D","Azure Virtual Machines provide full control over the OS and installed software."
"What is a benefit of using Azure App Gateway?","Static hosting","Content Delivery","Layer 7 (application-level) load balancing and routing","Region migration","C","App Gateway supports advanced traffic routing at the application layer (Layer 7)."
"Which service monitors resource compliance and sends alerts?","Azure Blueprints","Azure Monitor","Azure Policy","Azure Activity Log","C","Azure Policy checks resources against assigned policies and notifies of non-compliance."
"What is the function of Azure Backup?","Manages pricing","Encrypts traffic","Creates restore points for VMs and other data","Manages subscriptions","C","Azure Backup provides data protection by creating backups of files, VMs, and workloads."
"What is Azure Cost Management?","A data encryption tool","A storage billing model","A suite of tools to monitor and manage Azure spending","A VM provisioning tool","C","Cost Management helps track usage and spending trends in your Azure account."
"How can you control and audit access to Azure resources?","With Azure DNS","With Azure AD Roles and RBAC","With Resource Locks only","With Pricing Calculator","B","Role-Based Access Control (RBAC) and Azure AD roles allow fine-grained access management to resources."
"What is a tag in Azure resources?","A user role","A data pipeline","A key-value pair for organizing and identifying resources","An access policy","C","Tags are metadata that help categorize and organize resources by key-value labels."
"What is Azure Lighthouse used for?","Building apps","Managing hybrid networks","Enabling service providers to manage multiple tenants from a single control plane","Auditing logs","C","Azure Lighthouse allows cross-tenant resource management with delegated administration."
