"QuestionText","OptionA","OptionB","OptionC","OptionD","CorrectAnswer","Explanation"
"Which activity allows execution of another pipeline from within a pipeline?","Get Metadata Activity","ForEach Activity","Execute Pipeline Activity","Web Activity","C","Execute Pipeline Activity enables reusability by invoking another pipeline from within the current one."
"Which transformation helps in joining two datasets in Mapping Data Flows?","Derived Column","Aggregate","Join","Sink","C","The Join transformation is used to combine rows from two streams based on matching keys."
"What is the use of 'Expression Builder' in Azure Data Factory?","Create storage accounts","Configure Git integration","Define dynamic content using expressions","Schedule pipeline triggers","C","Expression Builder allows defining dynamic content using system variables, functions, and parameters."
"Which option allows conditional execution of activities in ADF?","Global Parameters","If Condition Activity","Dataset Schema","Azure Key Vault","B","The If Condition Activity allows you to execute activities based on a Boolean expression."
"Which of the following can be used to monitor Data Factory pipelines?","Azure Monitor","Azure Batch","Azure DevOps","Azure Key Vault","A","Azure Monitor provides integrated monitoring for pipelines, including alerts and diagnostics."
"Which activity helps define a fixed wait time between pipeline steps?","Script Activity","Wait Activity","Until Activity","Delay Activity","B","Wait Activity pauses the pipeline execution for a specified duration."
"Which transformation is used to create sequential integer values in Data Flows?","Surrogate Key","Select","Derived Column","Join","A","Surrogate Key transformation creates unique sequential values for rows, commonly used for identity columns."
"How do you define a pipeline parameter in ADF UI?","Monitor > Parameters","Manage > Linked Services","Pipeline Canvas > Parameters tab","Integration Runtime page","C","Pipeline parameters are added from the Parameters tab in the pipeline canvas."
"Which ADF activity helps in extracting values from structured files like JSON or XML?","Web Activity","Lookup Activity","Filter Activity","Get Metadata Activity","B","Lookup Activity can parse and return values from structured sources like JSON or database queries."
"What is the use of the 'Cache Sink' option in Data Flow?","Saves files locally on IR node","Allows temporarily storing data for reuse within flow","Copies data to Blob Storage","Enables monitoring cache hit ratio","B","Cache Sink stores intermediate results that can be reused across multiple branches or operations within a data flow."
"Which PowerShell cmdlet retrieves all pipeline runs in a Data Factory?","Get-AzDataFactoryPipeline","Get-AzDataFactoryV2ActivityRun","Get-AzDataFactoryV2PipelineRun","Start-AzDataFactoryV2Trigger","C","Get-AzDataFactoryV2PipelineRun returns details of pipeline executions including run ID, status, and duration."
"Which transformation is used to clean or create new columns in Data Flows?","Derived Column","Surrogate Key","Join","Sink","A","Derived Column is used to compute new columns or modify existing ones using expressions."
"What is the purpose of Azure IR?","Runs pipeline debug sessions only","Executes Data Flow in on-premises mode","Provides cloud-based compute for copy and transformation","Used exclusively for SQL activity","C","Azure IR is a managed compute environment used to run ADF activities such as data movement and transformation in the cloud."
"Which activity helps track pipeline progress using custom messages?","Set Variable Activity","Web Activity","Script Activity","Append Variable Activity","D","Append Variable Activity is often used to track loop progress by adding values to an array-type variable."
"Which dataset property allows parameterizing folder or file name?","Schema","Linked Service","File Path","Structure","C","File Path can be parameterized in dataset settings to dynamically read/write to different files or folders."
"Which ADF feature allows reuse of pipeline components across multiple pipelines?","Git Branching","Execute Pipeline","Global Parameters","Shared IR","B","Execute Pipeline activity promotes modularity and reusability by calling reusable child pipelines."
