"QuestionText","OptionA","OptionB","OptionC","OptionD","CorrectAnswer","Explanation"
"Which of the following provides notebook versioning in Databricks? (variant 30)","MLflow","GitHub","Revisions","Delta Log","C","Databricks notebooks have Revisions for automatic version tracking."
"Which of the following is true about Delta Lake? (variant 31)","Supports only batch jobs","Doesn't enforce schema","Supports ACID transactions","Does not support append","C","Delta Lake supports ACID transactions and schema enforcement, making it suitable for reliable analytics."
"Which command is used to list files in DBFS? (variant 32)","dbutils.data.list()","dbutils.fs.ls()","spark.fs.list()","os.listdir()","B","dbutils.fs.ls('/path') is used to list files and directories in DBFS."
"What is a workspace in Databricks? (variant 33)","Cloud file storage","Spark cluster configuration","User interface to manage notebooks and jobs","SQL database engine","C","Workspace is the UI in Databricks for managing notebooks, jobs, libraries, and clusters."
"What does the 'df.printSchema()' method do in PySpark? (variant 34)","Saves schema to file","Prints column values","Shows schema of DataFrame","Deletes null rows","C","printSchema() displays the structure of a DataFrame including columns and their data types."
"Which of the following provides notebook versioning in Databricks? (variant 35)","MLflow","GitHub","Revisions","Delta Log","C","Databricks notebooks have Revisions for automatic version tracking."
"Which of the following is true about Delta Lake? (variant 36)","Supports only batch jobs","Doesn't enforce schema","Supports ACID transactions","Does not support append","C","Delta Lake supports ACID transactions and schema enforcement, making it suitable for reliable analytics."
"Which command is used to list files in DBFS? (variant 37)","dbutils.data.list()","dbutils.fs.ls()","spark.fs.list()","os.listdir()","B","dbutils.fs.ls('/path') is used to list files and directories in DBFS."
"What is a workspace in Databricks? (variant 38)","Cloud file storage","Spark cluster configuration","User interface to manage notebooks and jobs","SQL database engine","C","Workspace is the UI in Databricks for managing notebooks, jobs, libraries, and clusters."
"What does the 'df.printSchema()' method do in PySpark? (variant 39)","Saves schema to file","Prints column values","Shows schema of DataFrame","Deletes null rows","C","printSchema() displays the structure of a DataFrame including columns and their data types."
"Which of the following provides notebook versioning in Databricks? (variant 40)","MLflow","GitHub","Revisions","Delta Log","C","Databricks notebooks have Revisions for automatic version tracking."
"Which of the following is true about Delta Lake? (variant 41)","Supports only batch jobs","Doesn't enforce schema","Supports ACID transactions","Does not support append","C","Delta Lake supports ACID transactions and schema enforcement, making it suitable for reliable analytics."
"Which command is used to list files in DBFS? (variant 42)","dbutils.data.list()","dbutils.fs.ls()","spark.fs.list()","os.listdir()","B","dbutils.fs.ls('/path') is used to list files and directories in DBFS."
"What is a workspace in Databricks? (variant 43)","Cloud file storage","Spark cluster configuration","User interface to manage notebooks and jobs","SQL database engine","C","Workspace is the UI in Databricks for managing notebooks, jobs, libraries, and clusters."
"What does the 'df.printSchema()' method do in PySpark? (variant 44)","Saves schema to file","Prints column values","Shows schema of DataFrame","Deletes null rows","C","printSchema() displays the structure of a DataFrame including columns and their data types."
"Which of the following provides notebook versioning in Databricks? (variant 45)","MLflow","GitHub","Revisions","Delta Log","C","Databricks notebooks have Revisions for automatic version tracking."
"Which of the following is true about Delta Lake? (variant 46)","Supports only batch jobs","Doesn't enforce schema","Supports ACID transactions","Does not support append","C","Delta Lake supports ACID transactions and schema enforcement, making it suitable for reliable analytics."
"Which command is used to list files in DBFS? (variant 47)","dbutils.data.list()","dbutils.fs.ls()","spark.fs.list()","os.listdir()","B","dbutils.fs.ls('/path') is used to list files and directories in DBFS."
"What is a workspace in Databricks? (variant 48)","Cloud file storage","Spark cluster configuration","User interface to manage notebooks and jobs","SQL database engine","C","Workspace is the UI in Databricks for managing notebooks, jobs, libraries, and clusters."
"What does the 'df.printSchema()' method do in PySpark? (variant 49)","Saves schema to file","Prints column values","Shows schema of DataFrame","Deletes null rows","C","printSchema() displays the structure of a DataFrame including columns and their data types."
