"QuestionText","OptionA","OptionB","OptionC","OptionD","CorrectAnswer","Explanation"
"What is the primary goal of data profiling during ETL?","Create user dashboards","Visualize reports","Assess data quality and structure","Encrypt the data","C","Data profiling examines data quality, structure, and distributions before transformation."
"Which data warehouse architecture separates compute from storage?","Monolithic","Traditional RDBMS","Cloud-based warehouses like Snowflake","Hierarchical","C","Cloud warehouses like Snowflake decouple compute from storage for scalability."
"What is surrogate key generation useful for?","Slowing queries","Tracking changes in dimension data","Copying files","Creating backups","B","Surrogate keys help track slowly changing dimensions and maintain consistency."
"Which of the following supports both batch and streaming data pipelines?","SSRS","Apache Beam","PowerPoint","Excel","B","Apache Beam is used for unified batch and stream data processing."
"What is the role of a staging table in ETL?","Display reports","Store final values","Temporarily hold raw or source data","Encrypt sensitive values","C","Staging tables are used to store raw extracted data before transformation."
"What is data lineage?","Data encryption method","System log","History of data transformations and movement","A data warehouse schema","C","Data lineage helps track the flow of data from source to destination through transformation steps."
"What does a cube in OLAP provide?","Linear model of queries","Two-dimensional matrix","Multidimensional view of data","Single source table","C","OLAP cubes enable multi-dimensional analysis like drill-down and roll-up."
"Which one is an advantage of ELT over ETL in cloud environments?","Slower loads","More local storage","Uses cloud's compute power for transformation","No transformations possible","C","ELT (Extract, Load, Transform) leverages cloud database processing for transformation."
"What is a KPI in a data warehouse context?","Key Product Index","Key Performance Indicator","Known Processing Issue","Kubernetes Process Interface","B","KPIs measure business performance and are often tracked using data warehouses."
"What is the best approach to deal with duplicate records in ETL?","Ignore them","Insert them all","Filter or merge using business rules","Delete the entire table","C","ETL transformations should detect and resolve duplicates using defined rules."
"In ETL, what does data cleansing involve?","Creating dashboards","Visualizing datasets","Correcting, removing, or flagging inaccurate data","Encrypting files","C","Cleansing improves data quality by correcting or removing invalid data entries."
"Which cloud tool is used for serverless ETL in Azure?","Azure Logic Apps","Azure Data Factory","Azure Storage Explorer","Azure App Insights","B","Azure Data Factory is the managed ETL service for building pipelines in Azure."
"Which of the following is typically stored in a dimension table?","Quantity Sold","Transaction Amount","Product Description","Invoice Total","C","Dimension tables store descriptive attributes like names, descriptions, and categories."
"What are the three layers of a data warehouse architecture?","Application, Runtime, Storage","Front-end, ETL, Report","Staging, Integration, Access","Logic, Query, Index","C","The typical layers include Staging (raw), Integration (transformed), and Access (presentation/reporting)."
"What is the purpose of a data catalog?","Store passwords","Hide transformation logic","Organize and document data assets","Query live production data","C","A data catalog documents and organizes metadata to support data discovery and governance."
"What is a hybrid data warehouse?","Combines online and offline users","Supports both structured and unstructured data across on-prem and cloud","Stores images only","Processes real-time data only","B","Hybrid data warehouses bridge cloud and on-premises infrastructure to handle diverse workloads."
"What is schema-on-read?","Reads schema before query","Schema must match before loading","Data is interpreted during read time","Used only in OLTP","C","Schema-on-read allows flexibility by interpreting structure only when data is queried (common in data lakes)."
